26-Apr-2017 08:45:43 - INFO    :: RSSCHECK : delaying thread for 30 seconds to avoid locks.
26-Apr-2017 08:57:50 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:57:50 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:57:50 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:57:50 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:57:50 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:57:50 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:57:50 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:57:50 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:57:53 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:57:53 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:57:53 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:57:53 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:57:53 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:57:53 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:57:53 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:57:53 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:57:53 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:57:53 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:57:53 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:57:53 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:57:53 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:57:53 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:57:56 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:57:56 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:57:56 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:57:56 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:57:56 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:57:56 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:57:56 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:57:56 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:57:56 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:57:56 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:57:56 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:57:56 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:57:56 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:57:56 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:57:59 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:57:59 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:57:59 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:57:59 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:57:59 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:57:59 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:57:59 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:57:59 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:57:59 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:57:59 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:57:59 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:57:59 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:57:59 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:57:59 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:02 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:02 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:02 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:02 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:02 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:02 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:02 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:02 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:02 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:02 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:02 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:02 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:02 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:02 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:05 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:05 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:05 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:05 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:05 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:05 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:05 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:05 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:05 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:05 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:05 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:05 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:05 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:05 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:08 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:08 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:08 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:08 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:08 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:08 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:08 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:08 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:09 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:09 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:09 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:09 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:09 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:09 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:11 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:11 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:11 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:11 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:11 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:11 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:11 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:11 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:12 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:12 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:12 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:12 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:12 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:12 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:14 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:14 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:14 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:14 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:14 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:14 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:14 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:14 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:14 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:14 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:14 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:14 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:14 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:14 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:17 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:17 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:17 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:17 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:17 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:17 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:17 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:17 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:18 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:18 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:18 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:18 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:18 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:18 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:20 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:20 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:20 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:20 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:20 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:20 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:20 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:20 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:21 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:21 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:21 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:21 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:21 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:21 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:23 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:23 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:23 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:23 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:23 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:23 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:23 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:23 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:23 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:23 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:23 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:23 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:23 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:23 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:26 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:26 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:26 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:26 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:26 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:26 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:26 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:26 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:26 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:26 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:26 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:26 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:26 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:26 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:29 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:29 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:29 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:29 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:29 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:29 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:29 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:29 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:29 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:29 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:29 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:29 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:29 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:29 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:32 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:32 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:32 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:32 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:32 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:32 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:32 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:32 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:32 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:32 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:32 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:32 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:32 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:32 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:35 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:35 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:35 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:35 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:35 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:35 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:35 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:35 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:35 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:35 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:35 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:35 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:35 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:35 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:38 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:38 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:38 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:38 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:38 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:38 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:38 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:38 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:38 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:38 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:38 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:38 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:38 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:38 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:41 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:41 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:41 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:41 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:41 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:41 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:41 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:41 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:41 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:41 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:41 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:41 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:41 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:41 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:44 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:44 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:44 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:44 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:44 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:44 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:44 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:44 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:44 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:44 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:44 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:44 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:44 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:44 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:47 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:47 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:47 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:47 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:47 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:47 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:47 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:47 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:47 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:58:47 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:58:47 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:58:47 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:58:47 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:58:47 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:58:50 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:58:50 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:58:50 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:58:50 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:58:50 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:58:50 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:58:50 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:58:50 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:58:50 - WARNING :: MAIN : Could not get the latest commit from github
